Grootteorde anomalie(ën);Anomalie(ën) gedetecteerd;Holte (m);Opgeruimd door firma;Opgeruimd tot op;Code;Bouwjaar;Afgedregde diepte (m);Afgedregd op;Easting;Northing;Wrak Type;Gevonden door;Gevonden op;Tonnenmaat bruto;Kroniek;Lengte (m);Breedte (m);Naam bevestigd;Beschermd als War Grave (GB);Materiaal;Diepte ondiepste punt (m, t.o.v. LAT);Recentste magnetometriemeting op;Recentste multibeammeting absolute hoogte (m);Recentste multibeammeting strekking (°);Recentste multibeammeting op;Recentste multibeammeting lengte (m);Recentste multibeammeting coördinaten ondiepste punt (lat-long);Recentste multibeammeting ondiepste punt (m, tov LAT);Recentste multibeammeting min. diepte omringende bodem (m, tov LAT);Recentste multibeammeting breedte (m);Recentste Berichten aan Zeevarenden;Recentste side scan sonarmeting strekking (°);Recentste side scan sonarmeting op;Recentste side scan sonarmeting lengte (m);Recentste side scan sonarmeting breedte (m);Recentste multibeammeting;Naam;Vlaggenstaat;Oude benamingen;Eigenaar;Beschermd als cultureel erfgoed onder water;Toestand;Geborgen op;Werf;Teken op kaart;Staat;Gezonken tijdens oorlogsdienst;Gezonken op;Type;Heeft Historische Beelden;Heeft Sounding Beelden;Heeft Pointcloud;
;;;;;BE-124-310-01;;;;512126.0;5695222.0;Wrak;;;;;;;Neen;Neen;;9.7;;1.6;154.2;26/04/2023;3.7;"512127; 5695222";9.7;11.3;2.8;2008 / 17-183;;;;;;boei;;;;;;;;9,6 Obstn;Intact;;;;;;;
;;5.0;;;BE-123-304-01;1906.0;5.3;10/06/1988;505683.5;5692574.4;Wrak;;;3510.0;"Dit wrak betreft mogelijks de SS Ardmount, dit is echter nog niet bewezen. De info gevonden onder ""geschiedenis"" is deze van de Ardmount. 

De Britse SS Ardmount was met een lading op weg van Galveston (Texas) naar Zeebrugge, toen het een mijn raakte en verging.";106.8;14.6;Neen;Neen;Staal;5.9;;4.9;131.7;30/04/2024;139.6;505684   5692575;5.9;10.8;37.2;1997 / 05-069;;;;;;SS ARDMOUNT;Verenigd Koninkrijk;nvt;Ashmount Steam Ship Company, Glasgow, UK;;;;A. Rodger & Co., Glasgow, UK;5,3 Wk_;Enkele fragmenten;Neen;05/10/1914;Vrachtschip;;;;
;;;;;BE-126-262-01;;;;461154.7;5698624.9;Wrak;TER STREEP (VH);14/12/2018;;;;;Neen;Neen;;29.5;;;221.9;14/12/2018;10.0;"461156.11; 5698626.06";29.5;;4.0;;;;;;;onbekend;;;;;;;;29.5 Wk;Enkele fragmenten;;;;0.0;1.0;1.0;
;;3.0;;;BE-119-249-01;1905.0;10.8;18/03/1988;487572.8;5686365.1;Wrak;;;23164.0;Senator Holthusen deed dienst als bewapend patrouillevaartuig, toen het op 5 september 1917 om 3u55 een mijn raakte op de noordoostelijke kant van de Oostendebank, en verging. ;35.8;6.8;Ja;Neen;Staal;10.7;;3.8;175.0;15/05/2024;39.4;487572   5686386;10.7;14.5;9.1;1996 / 17-129;;;;;;SENATOR HOLTHUSEN;Duitsland;EGON VIDAL (HH33), FV SENATOR HOLTHUSEN (HC7);Keizerlijke marine, DE;Cultureel erfgoed onder beschermingsmaatregelen;"Het midscheepse deel is sterk verzand. Weinig bovenbouw nog aanwezig.
De mijnontploffing deed zich waarschijnlijk voor aan bakboordzijde, ter hoogte van de visruimen, aangezien hier een deel van romp en dek weg lijken te zijn.";;J.H.N Wichhorst, Hamburg, DE;10,7 Wk_;Intact, deels verzand;WO I;05/09/1917;Treiler;;;;
;;;;;BE-130-219-01;;;;453412.1;5706642.2;Wrak;;;;;;;Neen;Neen;Staal;22.5;;-1.5;40.0;28/09/2017;19.3;"453414.81; 5706639.89";22.5;21.0;6.2;1996 / 24-160;;;;;;onbekend;;;;;;;;22,0 Wk;Enkele fragmenten;;;Treiler;0.0;1.0;1.0;
;;10.6;;;BE-122-304-02;1943.0;;01/08/1952;505552.7;5691500.0;Wrak;;;7176.0;"Op 23 maart 1945 voer de SS Charles D. McIVer op kop van een konvooi, toen het aan stuurboordzijde een mijn raakte. Het schip helde onmiddellijk over naar stuurboord en begon snel te zinken. 
Alle 19 opvarenden konden worden gered.
Van hetzelfde konvooi werden ook SS Eleftheria, SS Sverre Helmersen en SS James G. Blaine door mijnen beschadigd. Ook SS Eleftheria kon niet gered worden.";128.9;17.4;Ja;Neen;Staal;9.3;;;;02/05/2024;;;;9.3;;1971 / 19-132;;;;;;SS CHARLES D. MCIVER;Verenigde Staten;nvt;US Maritime Commission - War Shipping Administration (WSA), Washington, US;;"Na de oorlog genivelleerd met behulp van dieptebommen, waardoor grote krater werden geslagen waarin de wrakstukken verdwenen.
Nu rest er nog weinig boven de bodem.";;North Carolina Shipbuilding Co., Wilmington, US;#;Geen zichtbare overblijfselen;WO II;23/03/1945;Vrachtschip;;;;
;;;;;BE-106-236-01;;;;472313.9;5662683.2;Wrak;;;;;;;Neen;Neen;;2.4;;;;25/02/2025;;;;2.4;;1973 / 22-160;;;;;;onbekend;;;;;De resten van dit wrak liggen op het strand van Koksijde en komen bij springtij droog. nu niets meer te zien;;;1,3 Wk;;;;;0.0;1.0;0.0;
;;;Tijdelijke Vereniging  van Bergingswerken;;BE-109-243-01;1919.0;6.0;30/03/1989;480211.9;5668235.2;Wrak;;;2902.0;De HMT Polly Johnson maakte deel uit van de vloot die op 29 mei 1940 geallieerde soldaten uit Duinkerke zou evacueren. Bij een luchtaanval te Duinkerke werd de Polly Johnson niet rechtstreeks geraakt, maar door de dichte inslagen begon de romp te lekken, de stookruimte liep vol. Na een succesvolle evacuatie (thv de Nieuwpoortbank) naar de Arley werd de HMT Polly Johnson sneller tot zinken gebracht dmv 2 granaten onder de waterlijn. ;42.0;;Ja;Neen;Staal;6.0;;;;25/02/2025;;;6.0;;;1989 / 14-110;;;;;;HMT POLLY JOHNSON (H322);Verenigd Koninkrijk;HMT JOHN AIKENHEAD, FV POLLY JOHNSON;Royal Navy, UK;;;30/03/1989;Cook, Welton & Gemmill, Beverley, Hull, UK;#;Geborgen;WO II;29/05/1940;Treiler;1.0;1.0;0.0;
;;;;;BE-114-256-02;1800.0;;;495457.6;5677550.6;Wrak;;;;"Dit wrak betreft mogelijks de Richard Danton, dit is echter nog niet bewezen. De info gevonden onder ""geschiedenis"" is deze van de Richard Danton. 

Op 29 januari 1816 was de Richard Danton, geladen met kolen, onderweg van Sunderland naar Oostende. Door het stormachtige weer werd de driemaster door het tij meegesleurd, miste de haveningang, en strandde ten oosten van Oostende. Het schip werd uiteengeslagen door de storm.";;;Neen;Neen;Hout;4.9;;;;27/03/2025;;;4.9;4.8;;;;;;;;RICHARD DANTON;Verenigd Koninkrijk;;;;niets meer te zien;;;geen;Stukgeslagen;;29/01/1816;Brik;;;;
;;;Ackermans & Van Haaren;bodem;BE-116-252-01;1906.0;;;490681.8;5679580.1;Wrak;;;317.0;"Dit wrak betreft mogelijks  vorpostenboot V-1807, dit is echter nog niet bewezen. De info gevonden onder ""geschiedenis"" is deze van de V-1807. 

Op 14 augustus 1942 was V-1807 op mijnenzoekoperatie. Het bevond zich ter hoogte van Oostende toen het om 00u34 een mijn raakte.
De bemanning kon zich met de bijboot redden.";;;Neen;Neen;Staal;9.9;;;;20/03/2024;;;9.9;10.2;;1987 / 24-155;;;;;;vorpostenboot V-1807;Duitsland;FV WAGRAM;Kriegsmarine, DE;;niets meer te zien;01/01/1961;Smith's Dock Company, North Shields, UK;#;Geborgen;WO II;14/08/1942;Treiler;0.0;1.0;0.0;
;;5.8;;;BE-121-226-01;1925.0;23.5;24/05/1989;460848.6;5689317.8;Wrak;;;1930.0;"De SS Tringa was op 11 mei 1940 onderweg van Antwerpen naar Glasgow, met aan boord 1000 ton potas en 1200 ton ijzererts. 
Op anderhalve mijl ten zuiden van lichtschip Westhinder deed een torpedo inslag afkomstig van de U-9 het schip bijna onmiddellijk zinken.
De kapitein, loods en vijftien opvarenden kwamen hierbij om het leven.";88.6;13.1;Ja;Neen;Staal;26.0;;6.0;54.4;21/03/2024;98.0;460857     5689317;26.0;32.0;26.7;1996 / 17-129;;;;;;SS TRINGA;Verenigd Koninkrijk;nvt;British & Continental Steamship Co. Ltd., Liverpool, UK;;De bovenbouw is verdwenen, en het midscheepse deel ligt opengeklapt door nivelleringswerken. Boeg en achterschip zijn min of meer intact.;;C. Van der Giessen & Zonen, Scheepswerf De Hoop, Krimpen Aan den Ijssel, NL;23,0 Wk_;Plat maar samenhangend op zeebodem;Neen;11/05/1940;Vrachtschip;1.0;1.0;1.0;
;;2.3;;;BE-114-255-03;1916.0;;;494283.8;5676857.1;Wrak;;;810.0;"HMS Plumpton was, tijdens het ruimen van Duitse mijnen voor Oostende, over een onontdekte mijn gevaren. Deze ontploffing vernielde bruggendek en het voorste stookruim. De boeg hing aan stuurboordkant nog slechts met één staalplaat vast. 
HMS Plumpton werd op sleep genomen en gestrand in de veilige zone ten oosten van het oostelijke havenhoofd. ";77.2;8.8;Ja;Neen;Staal;8.1;;0.7;233.0;27/03/2025;18.6;494275   5676853;7.9;8.6;3.3;1962 / 13-097;;;;;;HMS PLUMPTON;Verenigd Koninkrijk;nvt;Royal Navy, UK;;"er is een licht vorm van een boot te zien
";;Mcmillan A. & Son Ltd., Dumbarton, UK;geen;Verzand, geen zichtbare resten;WO I;19/10/1918;Mijnenveger;;;;
;;;;;BE-107-237-01;;;;474131.9;5664160.2;Wrak;;;;;;;Neen;Neen;;0.5;;;;25/02/2025;;;0.5;0.5;;1963 / 19-155;;;;;;onbekend;;;;;;;;zichtbaar wrak;;;;;0.0;1.0;0.0;
;;;;;BE-129-306-02;1729.0;;;507980.0;5704560.0;Wrak;;;850.0;"Het Vliegend Hert is op 3 februari 1735, na vertrek voor de tweede reis naar Oost-Indie, op een zandbank gevaren en lekgeslagen, evenals haar gelijktijdig uitgevaren zusterschip Anna Catharina
Alle 256 opvarenden, waaronder 83 soldaten, kwamen om. Er waren wel twee sloepen, maar die zaten zodanig vastgesjord dat ze onmogelijk te water konden gelaten worden.";43.7;10.9;Ja;Neen;Hout;16.5;;0.2;32.0;25/03/2025;22.7;507984   5704554;16.5;16.7;4.8;;;;;;;VLIEGEND HERT;Nederland;;Verenigde Oostindische Compagnie (VOC);Cultureel erfgoed onder beschermingsmaatregelen;;;Korendijk Scheepswerf, Middelburg, NL;geen;Enkele fragmenten;Neen;03/02/1735;Spiegelretourschip;;;;
;;;;;BE-123-235-01;;22.8;01/07/1987;472048.9;5693395.2;Wrak;;;311.0;"Midden 1942 bevond de KW 58 zich ter hoogte van de Westhinder toen het plots overvallen werd door 3 Britse Motor Torpedo Boats, en gedwongen werd zich over te geven.
De bemanning kon de zeekranen nog open zetten waardoor het schip begon te zinken.
De Duitse bemanning werd gevangen genomen, het schip kon niet meer gered worden.";35.0;5.0;Ja;Neen;Staal;20.0;;6.9;87.7;10/05/2015;25.4;"472037.67; 5693393.58";20.0;26.9;8.2;1987 / 24-155;;;;;;KW 58 HENDERICUS;Duitsland;SCH 45 HENDERICUS;Kriegsmarine, DE;;;;;20,0 Wk;Intact, deels verzand;WO II;01/01/1942;Treiler;0.0;1.0;1.0;
;;;;;BE-148-229-01;;;;464475.1;5740434.0;Wrak;TER STREEP (VH);01/09/2013;;;;;Neen;Neen;;31.0;;;95.2;28/09/2017;75.7;"464463.40; 5740434.98";31.0;;15.0;;;;;;;onbekend;;;;;;;;geen;Intact, deels verzand;;;;0.0;1.0;1.0;
;;;;;BE-115-256-06;;;;495910.3;5677787.5;Wrak;;;;"Dit wrak betreft mogelijks de Caroline, dit is echter nog niet bewezen. De info gevonden onder ""geschiedenis"" is deze van de Caroline. 

Rond 23uur liep het Nederlandse jacht Caroline bij laagwater vast op strandhoofd 6. Bijna onmiddellijk begon water binnen te stromen en rond middernacht zonk het. 
De twee opvarenden konden gered worden. ";9.7;2.7;Neen;Neen;Hout;5.0;;;;27/03/2025;;;;4.9;;;;;;;;CAROLINE;Nederland;;Gerrit Brouwer, Den Haag, NL;;niets meer te zien;;;geen;Geen zichtbare overblijfselen;Neen;16/01/1959;Motorjacht;;;;
;;;;;OB-117-257-03;;;;496861.4;5682765.2;Wrak;;;;;;;Neen;Neen;;7.1;;;;18/03/2024;;;7.1;7.4;;;;;;;;stortstenen;;;;;"De site betreft blauwe granieten stenen van verscheidene afmetingen. Deze zouden afkomstig zijn van een gekantelde dekschuit van de firma Depret op 7 april 1961 die een lading van 95 ton breukstenen bij had. 
De firma Depret heeft het grootste deel van de verloren lading gerecupereerd, tot er voldoende vrije zone was tussen de stenen en het wateroppervlak.";01/01/1961;;geen;;;;;;;;
;;8.3;;;BE-129-218-01;1949.0;11.5;27/11/1970;451767.1;5704064.9;Wrak;;;6933.0;Garden City verging op 19 maart 1969, na aanvaring met de Poolse MV Zaglebie Dabrowskie.;147.6;18.5;Ja;Neen;Staal;11.3;;12.4;27.0;29/08/2018;150.0;;19.6;32.0;53.0;1996 / 19-141;;;;;;MV GARDEN CITY;Liberia;LE MOYNE D'IBERVILLE;Atlantic Maritime Co. Ltd., Monrovia, LR;Geen cultureel erfgoed;"Het wrak ligt op stuurboordzijde op de zeebodem. 
De Franse zeemacht gebruikte het wrak van de Garden City in de jaren '70 als doelwit bij oefeningen. Het resultaat hiervan is duidelijk zichtbaar aan het uiteenliggende midscheepse deel.";;Forges & Chantiers De La Gironde, Bordeaux, FR;11,4 Wk_;Gebroken;Neen;19/03/1969;Vrachtschip;1.0;1.0;1.0;
;;;;;BE-112-246-01;1929.0;;;483643.8;5672369.2;Wrak;;;6456.0;"De O.137 was op 30 december 1953 vertrokken om te gaan vissen in het Ruytingengebied. Op 3 januari '53 verslechterde het weer enorm met windkracht 7, zeer beperkte zichtbaarheid door sneeuw- en hagelbuien en een zware zeegang tot gevolg. De O.137 is gaan schuilen in de haven van Calais, om de dag nadien weer koers te zetten richting Oostende.
Om 7u 's ochtends bevond het zich ter hoogte van de Balandbank, toen de bemanning een lichte wrijving onder de kiel gewaar werd, gevolgd door hevige stoten. Kort hierna begon het schip aan de achtersteven water te maken en is het beginnen zinken. ";;;Ja;Neen;Hout;3.8;;;;18/02/2025;;;3.8;;;1969 / 21-162;;;;;;O.137 STE. THÉRÈSE DE JÉSUS;België;nvt;Emiel Lambrecht, Oostende;;niets meer te zien op deze lokatie;;A. Hillebrandt, Nieuwe Werfkaai, Oostende;#;Verzand, geen zichtbare resten;Neen;03/01/1954;Vissersboot;0.0;1.0;0.0;
;;3.8;;;BE-119-245-01;1935.0;;;483461.8;5686696.1;Wrak;;;1350.0;"HMS Grafton lag op 29 mei 1940 ter hoogte van Duinkerke voor anker om soldaten aan boord te nemen. Rond 21 uur had het schip 580 manschappen aan boord genomen, en vertrok. Twee uur later kwamen ze het vaartuig Doggersbank tegen, die zich in moeilijkheden bevond, en nam aldaar nog 280 man over.
Rond 2u30 kwam Grafton in de buurt van de net getorpedeerde HMS Wakeful, en trachte ook daar, samen met enkele andere schepen, hulp te bieden. Het was hier dat zij, ter hoogte van het achterschip, geraakt werd door twee torpedo's afkomstig van onderzeeboot U-69. Er heerste zeer veel verwarring , waarbij de Britse schepen mekaar aanvielen (o.a. HMS Lydd doorsneed HMS Comfort). Pas toen bemanningsleden van de Comfort oversprongen op de Lydd, werd de fout ingezien, en een einde gebracht aan de slachtpartij. 
Om 4 uur kwam pakketboot SS Malines ter plaatse en nam het grootste deel van de manschappen aan boord van HMS Grafton over. Later kwamen ook 5 torpedobootjagers toe om de zwaargewonden over te nemen, en de HMS Grafton verder te 'helpen' zinken. 
Na dit voorval werd het alle torpedobootjagers verboden halt te houden om schepen in nood bij te staan. ";98.4;10.1;Neen;Ja;Staal;10.1;;0.0;50.4;22/01/2025;7.9;;10.1;10.1;2.2;1996 / 17-129;;;;;;HMS GRAFTON (H89) - rompstuk;Verenigd Koninkrijk;nvt;Royal Navy, UK;;Het betreft hier mogelijks een deel van de romp van HMS Grafton. Het zou kunnen dat het schip stukken van de romp verloor bij of na de inslag van de torpedo's, vooraleer op een verdere locatie te zinken. ;;Thornycroft & Co. Ltd., Woolston, UK;11,0 Wk;Verzand, geen zichtbare resten;WO II;30/05/1940;Torpedobootjager;1.0;1.0;1.0;
;;2.8;Tijdelijke Vereniging van Bergingswerken;bodem;BE-114-254-03;914.0;6.2;;493932.8;5676536.1;Wrak;;;33.0;De Raymond raakte op 20 juni 1940, rond 14uur, bij terugkomst naar de haven van Oostende een mijn, en verging op slechts 100m van het westelijke havenhoofd. ;20.2;6.1;Ja;Neen;Staal;7.0;;;;31/01/2024;;;7.0;;;1990 / 24-140;;;;;;RAYMOND;Duitsland;WENDUINE;Kriegsmarine, DE;;;01/01/1990;R. Holtz, Harburg & Hamburg, DE;#;Geborgen;WO II;20/06/1940;Sleepboot;;;;
;;3.5;;;BE-118-256-01;1906.0;5.0;16/08/1994;496229.2;5684650.2;Wrak;;;197.0;Vorpostenboot Senator Sthamer bevond zich op patrouille tussen Oostende en Zeebrugge toen het een mijn raakte en zonk. ;35.2;6.7;Ja;Neen;Staal;5.6;;1.4;113.5;18/03/2024;35.5;496242    5684644;5.6;7.0;9.1;1996 / 17-129;;;;;;SENATOR STHAMER;Duitsland;SEESTERN;Keizerlijke marine, DE;Cultureel erfgoed onder beschermingsmaatregelen;;;Hamburger Hochsee Fischdampfer GmbH, Hamburg, DE;4,9 Wk_;Intact, deels verzand;WO I;02/04/1918;Treiler;;;;
;;4.3;;;BE-115-233-01;1925.0;13.2;09/09/1988;468646.0;5677661.0;Wrak;;;1298.0;De Bourrasque , een torpedojager , werd eind mei 1940 ingezet tijdens de evacuatie van Franse troepen. Het schip werd ter hoogte van de Nieuwpoortbankboei onder vuur genomen door een kustbatterij. De kapitein van de Bourrasque wou terugvuren en beval zijn stuurman om dichter bij de kust te komen. Hier lag echter een Frans mijnenveld. Een eerste ontploffing brak het dek, en enkele compartimenten liepen vol. Iedereen moest het schip verlaten.Toen volgde een tweede ontploffing, waarbij het schip in tweeën brak en snel onderging. ;105.8;9.6;Ja;Neen;Staal;13.9;;3.1;86.4;18/02/2025;98.3;568643  5677660;13.9;17.0;25.4;1996 / 17-129;;;;;;BOURRASQUE;Frankrijk;nvt;Marine Nationale, FR;;Het voorschip is ongeveer tot de machinekamer intact. ;;Ateliers et Chantiers de France, Dunkerque, FR;13,9 Wk_;Gebroken;WO II;30/05/1940;Torpedobootjager;;;;
;;;Subtech;volledig;BE-121-304-01;;;;505422.7;5689062.0;Wrak;;;;"Op 22 augustus 1999 zonk het motorjacht STEPHANIE II . 
Aan boord waren Guy Termote , C. & A. Devriese. De drie personen konden zich met hun reddingsloep in veiligheid stellen. 
Ze werden opgemerkt en overgebracht aan boord van de Z.122 NOORDSTAR en voor verdere verzorging met de redeboot van Zeebrugge weggebracht.";9.4;3.3;Ja;Neen;Polyester;7.3;;;208.4;06/03/2024;11.2;;7.3;7.5;3.8;2000 / 15-148;;;;;;STEPHANIE II;België;;Guy Termote, Waasmunster, BE;;niets meer te zien;28/10/1999;;geen;Geborgen;Neen;22/08/1999;Motorjacht;;;;
;;;;;BE-121-310-01;;7.4;25/03/1993;512327.0;5690339.0;Wrak;;;;;12.0;4.0;Ja;Neen;Hout;12.6;;1.4;16.1;16/05/2022;11.5;"512329; 5690341";12.6;11.2;6.1;1997 / 05-069;;;;;;SOLENT;Verenigd Koninkrijk;;;;;;;7,4 Wk;Enkele fragmenten;Neen;12/04/1905;Bark;;;;
;;;;;BE-111-248-01;;1.7;07/03/1967;486881.8;5671340.2;Wrak;;;;;;;Neen;Neen;Staal;3.7;;;;;;;3.7;;;1967 / 06-065;;;;;;onbekend;;;;;;;;1,6 Wk_;;;;;0.0;0.0;0.0;
;;;;;BE-122-239-03;;;;475218.0;5690607.0;Wrak;Eurosense-Belfotop BVBA;16/03/2015;;;;;Neen;Neen;;25.3;;;;16/03/2015;15.0;;25.3;;;;;;;;;onbekend;;;;;;;;geen;;;;;0.0;0.0;0.0;
;;;;;BE-140-220-01;;;;454630.2;5725994.4;Wrak;TER STREEP (VH);05/09/2013;;;;;Neen;Neen;;31.0;;5.0;332.0;28/09/2017;31.3;"454633.80; 5725994.26";31.0;36.0;10.1;;;;;;;onbekend;;;;;;;;geen;Gebroken;;;;0.0;1.0;1.0;
;;3.3;Van Gastel NV;800.0;BE-122-312-01;1952.0;7.6;05/07/1984;513850.9;5691351.4;Wrak;;;449.0;"Op 15 maart 1956 verliet de kustvaarder Admiralengracht de haven van Antwerpen, met bestemming Londen. Het had een grote lading metaal aan boord.
Ter hoogte van Zeebrugge kwam het schip terecht in een dichte mistbank. De kapitein besloot het schip voor anker te leggen ten westen van de Zandboei, en de voorgeschreven mistsignalen werden gegeven. Het was nu 16 maart, 0u25.
Uit westelijke richting kwam de Britse SS Dewbury, een 1700ton zwaar schip. Zij zagen op de radar een echo, maar dachten dat dit de Zandboei was.
Om 2u18 werd plots recht vooruit een wit licht waargenomen. Het roer werd hard over stuurboord gegooid, maar de aanvaring kon niet meer vermeden worden. 
Er was een groot gat geslagen in het ruim van de Admiralengracht, en het schip maakte meteen slagzij over stuurboord. 
De 12 opvarenden konden het schip via een reddingssloep verlaten en werden enige tijd opgepikt door de SS Dewbury.";58.3;8.9;Neen;;;7.9;;3.9;47.6;14/03/2022;55.3;"513835.12; 5691334.08";7.9;11.8;9.9;1997 / 05-069;;;;;;MV ADMIRALENGRACHT;Nederland;nvt;Spliethoff's Bevrachtingskantoor NV, Amsterdan, NL;;De wrakstukken vormen nog een samenhangende constructie.;01/01/1959;Bodewes Scheepswerven NV, Martenshoek, NL;7,6 Wk_;;;16/03/1956;;;;;
;;;;;OB-130-253-01;;;;492421.2;5706912.1;Wrak;;;;;;;Neen;Neen;;17.2;;1.2;;13/04/2021;3.0;492419   570697;17.2;18.3;3.0;;;;;;;rotsblok;;;;;Een natuurlijk doch vierkant rotsblok van ongeveer 3x3x2,5 meter.;;;#;Intact;;;;0.0;0.0;0.0;
;;5.8;Tijdelijke Vereniging voor Bergingswerken;;BE-122-313-02;1916.0;6.9;23/04/1993;515073.0;5690897.6;Wrak;;;2156.0;"Het Deense vrachtschip SS Gorm lag in de dokken van Antwerpen toen de Duits invasie van de Lage Landen begon. 
Het werd hierop door de Belgische Staat overgenomen.
Op 13 mei 1940 bevond het schip zich, met een lading van 1500 ton ijzerplaat onderweg naar Engeland, voor Zeebrugge waar het getorpedeerd werd door de Duitse U-9.
Alle opvarenden konden gered worden.";88.1;13.5;Neen;;;7.2;;3.8;200.0;14/03/2022;77.0;;7.2;11.0;24.0;1997 / 05-069;;;;;;SS GORM;Denemarken;nvt;Det Forenede Dampskibs Selskab (DFDS), Kopenhagen, DK;;"De bergingswerken van de SS Gorm verliepen over het algemeen met zeer veel problemen. Uiteindelijk zouden 3 verschillende bergingsfirma's hieraan werken.
Van Gastel NV van ongeveer 1955 tot 1961, gevolgd door Van den Tak Bergingsbedrijf tot 1967. De Tijdedelijke Vereniging van Bergingswerken heeft dan nog in oktober 1987 werken op de site uitgevoerd om de nog steeds hoog uitstekende delen te verwijderen.";01/10/1987;Nylands Mekaniske Vaerksted, Oslo, NO;6,9 Wk_;;;13/05/1940;;;;;
;;;;;BE-126-305-01;;;;506123.7;5699038.0;Wrak;;;;;;;Neen;Neen;;9.4;;;;07/03/2024;;;9.4;9.6;;1994 / 26-156;;;;;;onbekend;;;;;niets meer te zien;;;#;Verzand, geen zichtbare resten;;;;0.0;1.0;0.0;
;;;;258.0;BE-122-227-01;1864.0;;;461877.4;5692369.4;Wrak;;;218.0;"In de nacht van 12 op 13 december 1912 woedde er een zware storm. Het Duitse stoomschip SS Ekbatana wilde echter loodskosten vermijden en besloot alleen met zijn sleep (de Minnie) naar Engeland te varen. 
Ter hoogte van de Westhinderbank kwam de SS Ekbatana te dicht bij het lichtschip Westhinder. De Minnie werd door de stroming verder in de richting van het lichtschip geduwd, en sloeg hard tegen de romp.
Er werd meteen alarm geslagen op het lichtschip, maar even later kapseisde en verging de Westhinder. Waarschijnlijk had de Minnie een lek geslagen. 
SS Ekbetana bleef tot de volgende morgen in de omgeving rondvaren, maar kon geen overlevenden terugvinden.";33.0;;Ja;Neen;Staal;24.6;;6.3;40.4;21/03/2024;34.3;461883    5692370;24.6;30.9;8.2;2014 / 13-203;;;;;;LTV WESTHINDER;België;;Belgische Staat;Cultureel erfgoed onder beschermingsmaatregelen;;02/10/1992;;25,0 Wk_;Intact;Neen;12/12/1912;Lichtschip;;;;
;;;;;BE-147-232-01;;;;468125.2;5736732.4;Wrak;Eurosense-Belfotop BVBA;03/10/2015;;;;;Neen;Neen;;30.0;;;27.4;28/09/2017;54.3;"468126.59; 5736726.29";30.0;;13.6;;;;;;;onbekend;;;;;;;;geen;Enkele fragmenten;;;;0.0;1.0;1.0;
;;3.2;;;BE-131-252-01;1912.0;;;490891.8;5708760.9;Wrak;;;695.0;"Op 5 juni 1917, 3u30, verlieten de S-15 en S-20 de haven van Zeebrugge om te patrouilleren op de Thorntonbank.
De avond voordien was in die zone niets speciaals opgemerkt, en door de goede zichtbaarheid konden de torpedoboten zich iets verder van de kust wagen.
Bij het terugkeren merkte S-20 plots drie of vier kleinere schepen op aan bakboordzijde. Even later werd duidelijk dat het om 12 schepen ging, één lichte kruiser en elf torpedobootjagers. 
Onmiddelijk maakten de S-15 en S-20 rechtsomkeert om aan de vijandelijke vloot te ontsnappen. De Britten openden het vuur en spreidden zich halfmaanvorig uit rond de vluchtende torpedoboten. 
Eén minuut duurde het, voor de S-20 geraakt werd recht in de olieketel. Granaatfragmenten doorboorden de brug, onthoofdden de commandant en doodden alle brugpersoneel op één persoon na.
Twee andere treffers ontploften in het eerste en derde stookruim en ontbrandden de dieselolie. 
Om 4u55 vroeg S-15 om luchtdekking. De S-20 was intussen meer dan twintig keer geraakt. Aan boord woedden hevige branden, maar zelfs toen het schip aan het zinken was bleef het geschut op het achterschip vuren. 
Om 5u20 ontving men in Brugge het bericht dat de S-20 verloren was. ";71.5;7.4;Ja;Neen;Staal;20.0;;0.3;;29/03/2021;21.5;"490892.00; 5708763.00";20.0;21.5;5.0;1996 / 24-160;;;;;;torpedoboot S-20;Duitsland;nvt;Keizerlijk Marine, DE;;"Verschuivingen van de Thorntonbank zorgen ervoor dat de wrakresten dan weer wel, dan weer niet begraven liggen.
Het verspreidingsveld meet ongeveer 71 op 9 meter.";;F. Schichau, Elbing, Duitsland;18,0 Wk_;Enkele fragmenten;WO I;05/06/1917;Torpedoboot;;;;
